本数据由邢不行《数字货币量化课程》提供，微信：coinquant
candle_begin_time,symbol,open,high,low,close,volume
2018-01-24 16:00:00,AIDBTC,0.000197,0.000197,3.01e-05,0.0001347,27949.99457452
2018-01-24 17:00:00,AIDBTC,7.903e-05,9.990000000000002e-05,4.701e-05,5.6000000000000006e-05,51103.99753693
2018-01-24 18:00:00,AIDBTC,6.3e-05,7.47e-05,5.012e-05,7.18e-05,106084.15291318
2018-01-24 19:00:00,AIDBTC,7.170000000000001e-05,7.329e-05,6.112e-05,7.037e-05,60643.76975668999
2018-01-24 20:00:00,AIDBTC,7e-05,7.699e-05,6.1e-05,6.1e-05,26093.49613599
2018-01-24 21:00:00,AIDBTC,6.102e-05,6.809999999999999e-05,5.9999999999999995e-05,6.794e-05,1332.15235294
2018-01-24 22:00:00,AIDBTC,6.3e-05,7.276e-05,5.504e-05,7.276e-05,31376.82549203
2018-01-24 23:00:00,AIDBTC,7.272e-05,7.277e-05,6.501e-05,6.911e-05,19032.528361750006
2018-01-24 16:00:00,AIDETH,0.000546,0.0009,0.0005099999999999999,0.000727,53803.14775439999
2018-01-24 17:00:00,AIDETH,0.0007199,0.0007199,0.000515,0.000602,86513.56627869
2018-01-24 18:00:00,AIDETH,0.000625,0.000674,0.00056,0.00061,203162.96010527003
2018-01-24 19:00:00,AIDETH,0.000675,0.000728,0.000675,0.0007099999999999999,40905.03676045
2018-01-24 20:00:00,AIDETH,0.0007,0.00084499,0.0005110000000000001,0.0005110000000000001,271016.75195022
2018-01-24 21:00:00,AIDETH,0.000768,0.000768,0.00059993,0.0007639999999999999,1687.99016265
2018-01-24 22:00:00,AIDETH,0.0007637000000000001,0.0007637000000000001,0.0007624,0.0007624,600.0
2018-01-24 23:00:00,AIDETH,0.0007624,0.0007637000000000001,0.0006940000000000001,0.0007637000000000001,26475.33088305
2018-01-24 16:00:00,AIDUSD,0.1,0.847,0.1,0.5534,308668.32653600984
2018-01-24 17:00:00,AIDUSD,0.6,0.68,0.5521,0.618,86860.72927386
2018-01-24 18:00:00,AIDUSD,0.618,0.7170000000000001,0.48,0.715,313947.22166435
2018-01-24 19:00:00,AIDUSD,0.715,0.748,0.70001,0.748,137795.64574155002
2018-01-24 20:00:00,AIDUSD,0.74798,0.85,0.6,0.745,124079.79488765998
2018-01-24 21:00:00,AIDUSD,0.74,0.74,0.6235,0.71999,24350.361785350004
2018-01-24 22:00:00,AIDUSD,0.7190000000000001,0.78,0.6706,0.78,84240.67499525001
2018-01-24 23:00:00,AIDUSD,0.78,0.82,0.7719,0.81,50448.19644022
2018-01-24 00:00:00,AVTBTC,0.00032900000000000003,0.00033834,0.000328,0.00033834,911.11757964
2018-01-24 01:00:00,AVTBTC,0.000336,0.0003483,0.00033336,0.00033489999999999995,2471.2977439300007
2018-01-24 02:00:00,AVTBTC,0.0003383,0.0003411,0.0003383,0.0003411,245.5763
2018-01-24 04:00:00,AVTBTC,0.0003483,0.00034980000000000005,0.0003483,0.00034980000000000005,89.40213723
2018-01-24 05:00:00,AVTBTC,0.00034361,0.00034979,0.0003403,0.00034979,539.0208771299998
2018-01-24 06:00:00,AVTBTC,0.00034980000000000005,0.00036439999999999997,0.00034431,0.00036423,4227.80553892
2018-01-24 07:00:00,AVTBTC,0.00035150000000000003,0.00036043,0.00035005,0.00036033,179.84500000000003
2018-01-24 08:00:00,AVTBTC,0.0003451,0.00036199,0.0003451,0.0003618,4315.30309818
2018-01-24 09:00:00,AVTBTC,0.00036168,0.0003649,0.00034405,0.00035,651.3665033499999
2018-01-24 10:00:00,AVTBTC,0.00035597,0.00036066,0.00035,0.0003569,3120.9243871300005
2018-01-24 11:00:00,AVTBTC,0.0003569,0.00036260000000000003,0.00034777,0.00035499999999999996,3826.98755752
2018-01-24 12:00:00,AVTBTC,0.0003466,0.0003467,0.0003448,0.00034531,1268.860808
2018-01-24 13:00:00,AVTBTC,0.00034491,0.0003485,0.000339,0.000339,2339.5165084500004
2018-01-24 14:00:00,AVTBTC,0.0003402,0.00034361,0.000339,0.00033939999999999996,1673.5746106799998
2018-01-24 15:00:00,AVTBTC,0.0003391,0.00034189999999999996,0.00032001,0.0003333,27918.33803101
2018-01-24 16:00:00,AVTBTC,0.0003302,0.00034449999999999997,0.0003214,0.0003335,718.1056285300001
2018-01-24 17:00:00,AVTBTC,0.0003355,0.0003593,0.00032,0.00032704,1828.84862305
2018-01-24 18:00:00,AVTBTC,0.0003272,0.00033331,0.0003272,0.00033091,176.37351999999996
2018-01-24 19:00:00,AVTBTC,0.00033226,0.00033226,0.0003237,0.00032711,321.976989
2018-01-24 20:00:00,AVTBTC,0.0003272,0.0003272,0.000327,0.0003272,496.0
2018-01-24 21:00:00,AVTBTC,0.00032710000000000004,0.0003298,0.00032710000000000004,0.00032710000000000004,108.53598028
2018-01-24 22:00:00,AVTBTC,0.00032869999999999997,0.0003312,0.00032639999999999996,0.00032639999999999996,642.4259967999999
2018-01-24 23:00:00,AVTBTC,0.00033126,0.00033126,0.00032299,0.0003294,366.7678706
2018-01-24 00:00:00,AVTETH,0.0036329,0.0037251,0.0036329,0.0037251,430.55914361
2018-01-24 01:00:00,AVTETH,0.0037255,0.0037527000000000003,0.0036586999999999995,0.0037408999999999997,1581.92147623
2018-01-24 02:00:00,AVTETH,0.0037140999999999997,0.0037284999999999996,0.0037140999999999997,0.0037205999999999997,307.93563286
2018-01-24 03:00:00,AVTETH,0.0037990000000000003,0.0037990000000000003,0.0037990000000000003,0.0037990000000000003,44.68572484
2018-01-24 04:00:00,AVTETH,0.0038,0.0038009,0.0038,0.0038009,125.95921053
2018-01-24 05:00:00,AVTETH,0.0038,0.0038,0.0037700000000000003,0.0038,547.6283000000002
2018-01-24 06:00:00,AVTETH,0.0037990000000000003,0.004,0.0037990000000000003,0.004,895.75538149
2018-01-24 07:00:00,AVTETH,0.0038793,0.0038815,0.0038792,0.0038815,2338.5929100000003
2018-01-24 08:00:00,AVTETH,0.0038009,0.0039697,0.0038001,0.0039697,446.13726718
2018-01-24 09:00:00,AVTETH,0.0039,0.0039,0.0038209000000000003,0.0038209000000000003,150.29732264
2018-01-24 10:00:00,AVTETH,0.0039434,0.0039496999999999996,0.0038296,0.0038296,57.932958
2018-01-24 11:00:00,AVTETH,0.0039939,0.0039939,0.0038101,0.0038101,82.10763356
2018-01-24 12:00:00,AVTETH,0.0038203000000000004,0.0038203000000000004,0.00379,0.0038009,820.2531857999999
2018-01-24 13:00:00,AVTETH,0.0038200000000000005,0.00385,0.00375,0.00375,1021.0874017
2018-01-24 14:00:00,AVTETH,0.0037,0.0037665,0.0036571,0.0036945999999999997,772.5622729599999
2018-01-24 15:00:00,AVTETH,0.0036750999999999997,0.0036750999999999997,0.0033794000000000003,0.0034909,1081.85019219
2018-01-24 16:00:00,AVTETH,0.0035929,0.0037399,0.0035107,0.0035960999999999996,2535.03075781
2018-01-24 17:00:00,AVTETH,0.0036289,0.0036393999999999997,0.0034601,0.0034601,1687.6118976900002
2018-01-24 18:00:00,AVTETH,0.0036289,0.00365,0.0035960999999999996,0.0035960999999999996,617.95236
2018-01-24 19:00:00,AVTETH,0.00352,0.0036294000000000005,0.0034465000000000003,0.0035101999999999998,3006.47160788
